 Nº_boletim;data_hora_boletim;  seq_veic; cod_categ; descricao_categoria; cod_especie;  descricao_especie; cod_situacao; desc_situacao; tipo_socorro; desc_tipo_socorro
2021-014038208-001;21/03/2021 12:29;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014038208-001;21/03/2021 12:29;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014050858-001;21/03/2021 14:03;1;3;PARTICULAR                    ;14;CARROCA                       ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014050858-001;21/03/2021 14:03;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014056225-001;21/03/2021 15:18;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014056225-001;21/03/2021 15:18;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014057518-001;21/03/2021 15:16;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014057518-001;21/03/2021 15:16;2;1;OFICIAL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-014057518-001;21/03/2021 15:16;3;1;OFICIAL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-014060916-001;21/03/2021 14:00;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-014060916-001;21/03/2021 14:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014104723-001;21/03/2021 19:53;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;ESTACIONADO    ;5;DISPENSOU ATENDIMEN 
2021-014104723-001;21/03/2021 19:53;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014115961-001;21/03/2021 20:08;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014115961-001;21/03/2021 20:08;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014115961-001;21/03/2021 20:08;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014115961-001;21/03/2021 20:08;5;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014115961-001;21/03/2021 20:08;3;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014119684-001;21/03/2021 22:02;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2021-014119684-001;21/03/2021 22:02;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014158337-001;22/03/2021 06:04;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;3;AMBULANCIA          
2021-014158337-001;22/03/2021 06:04;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014162391-001;22/03/2021 08:21;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014162391-001;22/03/2021 08:21;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014162391-001;22/03/2021 08:21;3;1;OFICIAL                       ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014168530-001;22/03/2021 08:56;1;4;ALUGUEL                       ;8;ONIBUS                        ;2;PARADO         ;6;NÃO SE APLICA       
2021-014168530-001;22/03/2021 08:56;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014176210-001;18/03/2021 08:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2021-014176210-001;18/03/2021 08:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014176445-001;22/03/2021 10:19;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014176445-001;22/03/2021 10:19;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-014179150-001;22/03/2021 10:05;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-014179150-001;22/03/2021 10:05;2;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014183999-001;22/03/2021 10:42;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014183999-001;22/03/2021 10:42;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-014188569-001;22/03/2021 10:16;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014188569-001;22/03/2021 10:16;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;ESTACIONADO    ;6;NÃO SE APLICA       
2021-014198893-001;19/03/2021 05:12;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2021-014204600-001;05/03/2021 13:45;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-014204600-001;05/03/2021 13:45;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014206183-001;22/03/2021 11:09;1;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014206183-001;22/03/2021 11:09;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014208141-001;20/03/2021 07:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-014208141-001;20/03/2021 07:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014226102-001;22/03/2021 14:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014226102-001;22/03/2021 14:40;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014250926-001;22/03/2021 16:06;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-014250926-001;22/03/2021 16:06;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014251855-001;08/03/2021 17:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-014251855-001;08/03/2021 17:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014252182-001;20/02/2021 21:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014253083-001;22/03/2021 16:43;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014253083-001;22/03/2021 16:43;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;3;AMBULANCIA          
2021-014258584-001;22/03/2021 16:15;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014258584-001;22/03/2021 16:15;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014263427-001;22/03/2021 16:36;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014263427-001;22/03/2021 16:36;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-014267980-001;22/03/2021 17:38;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014267980-001;22/03/2021 17:38;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014271107-001;22/03/2021 17:28;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-014271107-001;22/03/2021 17:28;2;1;OFICIAL                       ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-014273814-001;22/03/2021 17:10;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014274455-001;22/03/2021 17:32;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014274455-001;22/03/2021 17:32;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014279012-001;22/03/2021 18:09;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014280123-001;08/02/2021 23:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-014281262-001;22/03/2021 18:01;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014281262-001;22/03/2021 18:01;1;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007715359-001;14/02/2021 04:19;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007719266-001;14/02/2021 04:10;1;4;ALUGUEL                       ;20;TRATOR DE RODAS               ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007719723-001;14/02/2021 05:44;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007719723-001;14/02/2021 05:44;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007719723-001;14/02/2021 05:44;3;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007720050-001;14/02/2021 05:52;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007726230-001;14/02/2021 06:27;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007727431-001;14/02/2021 06:58;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007727431-001;14/02/2021 06:58;2;4;ALUGUEL                       ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007734509-001;14/02/2021 09:43;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-007740810-001;14/02/2021 10:28;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007740810-001;14/02/2021 10:28;3;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007740810-001;14/02/2021 10:28;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007763710-001;14/02/2021 13:32;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007763710-001;14/02/2021 13:32;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007776419-001;14/02/2021 15:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007776419-001;14/02/2021 15:50;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-007778669-002;14/02/2021 15:00;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007778669-002;14/02/2021 15:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007780094-001;13/02/2021 12:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007780094-001;13/02/2021 12:00;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007789292-001;13/02/2021 14:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007789292-001;13/02/2021 14:50;2;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007850040-001;14/02/2021 22:58;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007850040-001;14/02/2021 22:58;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007888225-001;15/02/2021 08:04;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007888225-001;15/02/2021 08:04;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007889351-001;15/02/2021 08:13;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-007889351-001;15/02/2021 08:13;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007897687-001;15/02/2021 08:34;2;2;MISSAO DIPLOMATICA            ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007897687-001;15/02/2021 08:34;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-007899500-001;15/02/2021 08:46;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007899500-001;15/02/2021 08:46;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007920445-001;15/02/2021 10:41;1;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-007924261-001;15/02/2021 11:16;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007924261-001;15/02/2021 11:16;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007927265-001;15/02/2021 10:42;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007927265-001;15/02/2021 10:42;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007927735-001;15/02/2021 10:47;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-007927735-001;15/02/2021 10:47;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007933353-001;15/02/2021 12:43;1;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
2021-007933353-001;15/02/2021 12:43;2;4;ALUGUEL                       ;0;NAO INFORMADO                 ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007934501-001;15/02/2021 12:10;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007934501-001;15/02/2021 12:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007934947-001;15/02/2021 12:45;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007934947-001;15/02/2021 12:45;2;2;MISSAO DIPLOMATICA            ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007945110-001;15/02/2021 13:13;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007945110-001;15/02/2021 13:13;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007959470-001;15/02/2021 13:41;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007959470-001;15/02/2021 13:41;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007967436-001;15/02/2021 14:51;3;2;MISSAO DIPLOMATICA            ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-007967436-001;15/02/2021 14:51;1;3;PARTICULAR                    ;12;CAMIONETA                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-007967436-001;15/02/2021 14:51;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-007971776-001;15/02/2021 15:39;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007971776-001;15/02/2021 15:39;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007971776-001;15/02/2021 15:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007973173-001;15/02/2021 15:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;3;AMBULANCIA          
2021-007973173-001;15/02/2021 15:50;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007984292-001;15/02/2021 15:03;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-007984292-001;15/02/2021 15:03;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-007993371-001;15/02/2021 16:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;3;AMBULANCIA          
2021-007993371-001;15/02/2021 16:30;2;3;PARTICULAR                    ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-007994887-001;15/02/2021 17:22;1;1;OFICIAL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-008009263-001;15/02/2021 18:04;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-008009263-001;15/02/2021 18:04;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-008016369-001;15/02/2021 18:38;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-008016369-001;15/02/2021 18:38;2;4;ALUGUEL                       ;13;CAMINHAO                      ;3;ESTACIONADO    ;6;NÃO SE APLICA       
2021-008026561-001;15/02/2021 19:18;1;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011544913-001;07/03/2021 02:55;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-011549580-001;07/03/2021 07:37;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011552177-001;07/03/2021 06:19;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-011552177-001;07/03/2021 06:19;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011561390-001;07/03/2021 09:43;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011561390-001;07/03/2021 09:43;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011565975-001;06/03/2021 18:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011565975-001;06/03/2021 18:40;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011570608-001;07/03/2021 12:26;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011582383-001;07/03/2021 13:55;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011631481-001;07/03/2021 19:35;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011631481-001;07/03/2021 19:35;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011639421-001;06/03/2021 05:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011645275-001;07/03/2021 20:43;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011651783-002;07/03/2021 20:43;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011653832-001;07/03/2021 21:30;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011653832-001;07/03/2021 21:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-011658324-001;07/03/2021 20:42;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011663800-001;07/03/2021 22:18;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;0;NÃO INFORMADO  ;3;AMBULANCIA          
2021-011663800-001;07/03/2021 22:18;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011669822-001;07/03/2021 23:29;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011669822-001;07/03/2021 23:29;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-011673075-001;07/03/2021 22:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011673075-001;07/03/2021 22:10;2;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011694488-001;08/03/2021 08:12;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011694488-001;08/03/2021 08:12;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-011697873-001;08/03/2021 08:20;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011697873-001;08/03/2021 08:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-011704093-001;08/03/2021 09:34;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-011704093-001;08/03/2021 09:34;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011706848-001;08/03/2021 07:59;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-011706848-001;08/03/2021 07:59;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-011716711-001;07/03/2021 17:15;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-011716711-001;07/03/2021 17:15;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011720475-001;08/03/2021 10:58;1;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-011720475-001;08/03/2021 10:58;2;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011720800-001;05/03/2021 10:22;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-011720800-001;05/03/2021 10:22;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011721610-001;08/03/2021 10:45;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011721610-001;08/03/2021 10:45;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011729918-001;06/03/2021 12:30;1;0;NAO INFORMADO                 ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
